Date,Open,High,Low,Close,Adj Close,Volume,RSI_7,MACD_Line,MACD_Signal,MACD_Hist,Is_Higher_Than_Previous_Close
2020-08-05,11.244,11.37175,11.16625,11.28675,11.253224,249924000,79.3142976019953,0.34566850699572527,0.2714455916605892,0.07422291533513609,1
2020-08-06,11.34975,11.358,11.17875,11.3355,11.30183,244316000,80.21255102830887,0.3716841570128171,0.29149330473103474,0.08019085228178235,1
2020-08-07,11.3125,11.50475,11.0375,11.1995,11.166232,342516000,70.27978686678412,0.376982069054554,0.30859105759573857,0.06839101145881543,0
2020-08-10,11.33425,11.40825,10.8565,11.165,11.131833,427796000,67.79520257900214,0.3740846261350619,0.32168977130360327,0.052394854831458615,0
2020-08-11,11.07375,11.13675,10.79575,10.85,10.817771,354512000,49.24887701676188,0.3424232719829252,0.3258364714394677,0.016586800543457514,0
2020-08-12,10.99075,11.467,10.95825,11.44025,11.406269,464412000,68.24166919273225,0.3608005783083694,0.3328292928132481,0.027971285495121345,1
2020-08-13,11.546,11.72175,11.35575,11.443,11.409009,374460000,68.30613980360603,0.37130643849715383,0.34052472195002925,0.030781716547124582,1
2020-08-14,11.53,11.70475,11.4405,11.564,11.529649,366436000,71.29721680669734,0.38495853478754505,0.3494114845175324,0.03554705027001265,1
2020-08-17,11.85125,12.40975,11.81725,12.337,12.300353,621300000,83.14956635241425,0.4529314474391324,0.37011547710185244,0.08281597033727994,1
2020-08-18,12.45,12.496,12.08625,12.26075,12.224331,503448000,79.37745292633716,0.49494234541471727,0.3950808507644254,0.09986149465029187,0
2020-08-19,12.2965,12.315,12.098,12.1385,12.102443,622624000,73.16867989865302,0.5124643612598092,0.4185575528635022,0.093906808396307,0
2020-08-20,11.975,12.375,11.87875,12.141,12.104936,921388000,73.21865790090487,0.5205518168505812,0.43895640566091804,0.08159541118966313,1
2020-08-21,12.20175,12.80875,12.19525,12.6835,12.645824,999868000,81.80079962216604,0.5642322812951956,0.4640115807877736,0.10022070050742204,1
2020-08-24,12.88375,12.9125,12.5075,12.72025,12.682466,490564000,82.25032896343686,0.5949564938225134,0.4902005633947216,0.10475593042779174,1
2020-08-25,12.63075,12.76125,12.57375,12.75,12.712128,289076000,82.65495842271557,0.6146212586935178,0.5150847024544809,0.0995365562390369,1
2020-08-26,12.79925,12.8685,12.67775,12.773,12.735058,321244000,83.00441322183882,0.6248586527241482,0.5370394925084144,0.08781916021573377,1
2020-08-27,12.7815,12.85,12.5665,12.62825,12.590737,317604000,72.30797066855344,0.6142114981586975,0.5524738936384711,0.06173760452022636,0
2020-08-28,12.675,13.148,12.6425,13.14775,13.108695,537160000,82.01320075443213,0.6403117446027604,0.570041463831329,0.07027028077143138,1
2020-08-31,13.18275,13.575,13.03775,13.3745,13.334771,500840000,84.73712983509563,0.6715519747842613,0.5903435660219155,0.08120840876234581,1
2020-09-01,13.48,13.99375,13.4365,13.821,13.784067,511316000,88.67661278133582,0.723993158262255,0.6170734844699834,0.10691967379227152,1
2020-09-02,14.70375,14.72675,13.9,14.3465,14.308165,874012000,91.63959163907008,0.7987491492121102,0.6534086174184088,0.14534053179370132,1
2020-09-03,13.82875,13.8845,12.87875,13.0155,12.98072,945128000,51.67969997232505,0.7420394652074442,0.6711347869762159,0.07090467823122837,0
2020-09-04,12.78375,13.175,11.70475,12.6225,12.588769,1463684000,44.93061623508604,0.6578020835490008,0.668468246290773,-0.010666162741772123,0
2020-09-08,11.7345,12.55,11.70425,11.913,11.881166,795728000,35.237970150919196,0.5277095243174674,0.6403165018961119,-0.11260697757864446,0
2020-09-09,12.4,12.80925,12.23175,12.715,12.681025,736200000,49.58156730494281,0.48374857877347743,0.6090029172715851,-0.12525433849810763,1
2020-09-10,12.98925,13.06525,12.167,12.31175,12.278852,698684000,43.880502048461885,0.41162534703646436,0.569527403224561,-0.1579020561880966,0
2020-09-11,12.4855,12.6525,11.89575,12.1645,12.131993,636928000,41.83138969817846,0.33868121565234865,0.5233581657101185,-0.18467695005776985,0
2020-09-14,13.081,13.315,12.63125,12.87225,12.837852,1201744000,53.902405326600544,0.3341303296317193,0.48551259849443873,-0.15138226886271944,1
2020-09-15,13.28,13.29875,12.82775,12.991,12.956285,727556000,55.70186092990909,0.33623000206989495,0.45565607920953,-0.11942607713963505,1
2020-09-16,12.95725,13.09275,12.51375,12.5145,12.481058,556384000,47.09552003697946,0.2960319676317713,0.4237312568939783,-0.12769928926220697,0
2020-09-17,12.13225,12.58975,12.03475,12.4635,12.430197,792512000,46.204097938446125,0.25709582136108367,0.39040416978739934,-0.13330834842631567,0
2020-09-18,12.59375,12.6325,11.98875,12.18925,12.156678,698460000,41.29981865640473,0.20178293386853774,0.35267992260362707,-0.15089698873508933,0
2020-09-21,11.925,12.5225,11.9045,12.51725,12.483803,721044000,48.87209861378698,0.18231234755536363,0.3186064075939744,-0.13629406003861078,1
2020-09-22,12.575,12.648,12.1555,12.63775,12.60398,646452000,51.550855641924095,0.174592516711078,0.2898036294173951,-0.11521111270631712,1
2020-09-23,12.5755,12.727,12.07925,12.12375,12.091354,647012000,40.88954697517332,0.1255517088791045,0.256953245309737,-0.13140153643063252,0
2020-09-24,12.07225,12.5695,12.014,12.348,12.315005,731240000,46.519282426197854,0.10358752372437863,0.22628010099266532,-0.1226925772682867,1
2020-09-25,12.4475,12.8835,12.24575,12.87375,12.839347,588016000,57.572016275088885,0.12713880289119395,0.20645184137237105,-0.0793130384811771,1
2020-09-28,13.04025,13.05175,12.75,13.035,13.000168,573808000,60.49353008360002,0.15700503240489638,0.19656247957887613,-0.03955744717397974,1
2020-09-29,12.9375,13.44275,12.93325,13.22575,13.19041,621460000,63.92206685843409,0.19383179305062193,0.1960163422732253,-0.002184549222603388,1
2020-09-30,13.1575,13.6225,13.15025,13.5305,13.494346,689184000,68.94540500639117,0.24478630018843184,0.20577033385626664,0.0390159663321652,1
2020-10-01,13.758,13.76275,13.46075,13.6145,13.578122,525004000,70.27627713260897,0.2886191898241677,0.22234010504984686,0.06627908477432082,1
2020-10-02,13.225,13.5195,13.051,13.06225,13.027348,552496000,52.89058278530963,0.2756179587430587,0.23299567578848926,0.04262228295456946,0
2020-10-05,13.236,13.64425,13.22275,13.6425,13.606044,479820000,63.85252432649333,0.30857861292460775,0.24811226321571297,0.06046634970889478,1
2020-10-06,13.83,14.142,13.665,13.7365,13.699794,784420000,65.37526417428136,0.338384497392493,0.266166710051069,0.07221778734142398,1
2020-10-07,13.99975,14.11925,13.8635,13.964,13.926687,418084000,69.05592334684499,0.3760286006377864,0.2881390881684125,0.08788951246937393,1
2020-10-08,14.075,14.0845,13.758,13.83875,13.801771,378900000,64.64226393913015,0.39124516471158977,0.30876030347704797,0.0824848612345418,0
2020-10-09,13.767,13.82425,13.66075,13.76275,13.725973,346892000,61.84406519905909,0.3926456617527556,0.3255373751321895,0.06710828662056612,0
2020-10-12,13.9895,14.347,13.9125,14.226,14.187985,434744000,70.82499913148953,0.42622273878782657,0.3456744478633169,0.08054829092450966,1
2020-10-13,14.2965,14.3485,14.01875,14.24825,14.210178,344604000,71.2047869894968,0.4494472551111688,0.3664290093128873,0.08301824579828149,1
2020-10-14,14.2905,14.34275,13.96,14.09525,14.057585,276100000,64.47179405122895,0.45031606698716153,0.38320642084774215,0.06710964613941939,0
2020-10-15,13.81075,14.00575,13.76775,13.97,13.932671,267224000,59.13166030722525,0.4358735000297518,0.3937398366841441,0.0421336633456077,0
2020-10-16,14.03675,14.1215,13.7925,13.8115,13.774592,242392000,52.68853175025924,0.4069470045499628,0.39638127025730785,0.010565734292654949,0
2020-10-19,13.903,13.9835,13.40675,13.49775,13.461683,298068000,42.09562902052633,0.35461773311081224,0.38802856282800874,-0.0334108297171965,0
2020-10-20,13.5835,13.79975,13.507,13.6455,13.609036,229212000,47.855323058463966,0.32136411322987435,0.3746956729083819,-0.053331559678507556,1
2020-10-21,13.625,13.7915,13.4775,13.52475,13.488608,219596000,43.70985240455369,0.2820159596111331,0.35615973024893216,-0.07414377063779903,0
2020-10-22,13.5225,13.61175,13.23175,13.361,13.325294,290480000,38.441392675852065,0.23491109897410212,0.33191000399396614,-0.09699890501986402,0
2020-10-23,13.45,13.59325,13.29125,13.59025,13.553933,233484000,48.56699854900774,0.21361628110777708,0.3082512594167284,-0.09463497830895129,1
